{'loss': 0.6925, 'grad_norm': 4.35638427734375, 'learning_rate': 9.9e-07, 'epoch': 0.02}
 53%|█████▎    | 7938/15000 [27:04<22:38,  5.20it/s]
 53%|█████▎    | 7939/15000 [27:04<22:45,  5.17it/s]
 53%|█████▎    | 7940/15000 [27:04<20:06,  5.85it/s]
 53%|█████▎    | 7941/15000 [27:04<22:14,  5.29it/s]
 53%|█████▎    | 7942/15000 [27:05<23:45,  4.95it/s]
 53%|█████▎    | 7943/15000 [27:05<24:46,  4.75it/s]
 53%|█████▎    | 7944/15000 [27:05<23:30,  5.00it/s]
 53%|█████▎    | 7945/15000 [27:05<21:34,  5.45it/s]
 53%|█████▎    | 7946/15000 [27:05<23:13,  5.06it/s]
 53%|█████▎    | 7947/15000 [27:06<21:18,  5.52it/s]
 53%|█████▎    | 7948/15000 [27:06<21:36,  5.44it/s]
 53%|█████▎    | 7950/15000 [27:06<19:36,  5.99it/s]
 53%|█████▎    | 7951/15000 [27:06<21:18,  5.51it/s]
 53%|█████▎    | 7953/15000 [27:07<20:31,  5.72it/s]
 53%|█████▎    | 7954/15000 [27:07<22:01,  5.33it/s]
 53%|█████▎    | 7955/15000 [27:07<23:15,  5.05it/s]
 53%|█████▎    | 7956/15000 [27:07<20:50,  5.63it/s]
 53%|█████▎    | 7957/15000 [27:07<21:27,  5.47it/s]
 53%|█████▎    | 7958/15000 [27:08<23:02,  5.09it/s]
 53%|█████▎    | 7959/15000 [27:08<24:12,  4.85it/s]
 53%|█████▎    | 7960/15000 [27:08<25:03,  4.68it/s]
 53%|█████▎    | 7961/15000 [27:08<24:08,  4.86it/s]
 53%|█████▎    | 7962/15000 [27:08<22:07,  5.30it/s]
 53%|█████▎    | 7963/15000 [27:09<23:34,  4.97it/s]
 53%|█████▎    | 7964/15000 [27:09<23:04,  5.08it/s]
 53%|█████▎    | 7965/15000 [27:09<22:04,  5.31it/s]
 53%|█████▎    | 7966/15000 [27:09<22:59,  5.10it/s]
 53%|█████▎    | 7967/15000 [27:10<24:11,  4.84it/s]
 53%|█████▎    | 7968/15000 [27:10<22:00,  5.32it/s]
 53%|█████▎    | 7969/15000 [27:10<23:32,  4.98it/s]
 53%|█████▎    | 7970/15000 [27:10<21:04,  5.56it/s]
 53%|█████▎    | 7971/15000 [27:10<18:17,  6.40it/s]
 53%|█████▎    | 7972/15000 [27:10<18:59,  6.17it/s]
 53%|█████▎    | 7973/15000 [27:11<21:27,  5.46it/s]
 53%|█████▎    | 7974/15000 [27:11<19:00,  6.16it/s]
 53%|█████▎    | 7975/15000 [27:11<17:51,  6.56it/s]
 53%|█████▎    | 7976/15000 [27:11<16:19,  7.17it/s]
 53%|█████▎    | 7977/15000 [27:11<19:31,  5.99it/s]
 53%|█████▎    | 7978/15000 [27:11<18:27,  6.34it/s]
 53%|█████▎    | 7979/15000 [27:11<21:04,  5.55it/s]
 53%|█████▎    | 7980/15000 [27:12<22:51,  5.12it/s]
 53%|█████▎    | 7981/15000 [27:12<24:16,  4.82it/s]
 53%|█████▎    | 7982/15000 [27:12<25:00,  4.68it/s]
 53%|█████▎    | 7983/15000 [27:12<21:38,  5.40it/s]
 53%|█████▎    | 7984/15000 [27:12<22:09,  5.28it/s]
 53%|█████▎    | 7985/15000 [27:13<23:29,  4.98it/s]
 53%|█████▎    | 7986/15000 [27:13<24:24,  4.79it/s]
 53%|█████▎    | 7987/15000 [27:13<21:20,  5.48it/s]
 53%|█████▎    | 7988/15000 [27:13<23:03,  5.07it/s]
 53%|█████▎    | 7989/15000 [27:13<21:11,  5.51it/s]
 53%|█████▎    | 7990/15000 [27:14<22:56,  5.09it/s]
 53%|█████▎    | 7991/15000 [27:14<20:15,  5.77it/s]
 53%|█████▎    | 7992/15000 [27:14<18:57,  6.16it/s]
 53%|█████▎    | 7993/15000 [27:14<20:59,  5.56it/s]
 53%|█████▎    | 7994/15000 [27:14<19:28,  6.00it/s]
 53%|█████▎    | 7995/15000 [27:14<20:14,  5.77it/s]
 53%|█████▎    | 7996/15000 [27:15<22:17,  5.24it/s]
 53%|█████▎    | 7998/15000 [27:15<20:35,  5.67it/s]
 53%|█████▎    | 7999/15000 [27:15<22:09,  5.27it/s]
 53%|█████▎    | 8000/15000 [27:15<19:47,  5.90it/s]
                                                    

 53%|█████▎    | 8000/15000 [27:15<19:47,  5.90it/s]
 53%|█████▎    | 8001/15000 [27:16<21:21,  5.46it/s]
 53%|█████▎    | 8003/15000 [27:16<18:44,  6.22it/s]
 53%|█████▎    | 8004/15000 [27:16<20:41,  5.64it/s]
 53%|█████▎    | 8005/15000 [27:16<21:09,  5.51it/s]
 53%|█████▎    | 8006/15000 [27:17<22:41,  5.14it/s]
 53%|█████▎    | 8007/15000 [27:17<23:49,  4.89it/s]
 53%|█████▎    | 8008/15000 [27:17<20:25,  5.71it/s]
 53%|█████▎    | 8009/15000 [27:17<22:18,  5.22it/s]
 53%|█████▎    | 8010/15000 [27:17<21:22,  5.45it/s]
 53%|█████▎    | 8011/15000 [27:17<23:01,  5.06it/s]
 53%|█████▎    | 8012/15000 [27:18<24:11,  4.81it/s]
 53%|█████▎    | 8013/15000 [27:18<25:09,  4.63it/s]
 53%|█████▎    | 8014/15000 [27:18<25:35,  4.55it/s]
 53%|█████▎    | 8015/15000 [27:18<22:08,  5.26it/s]
 53%|█████▎    | 8016/15000 [27:19<23:14,  5.01it/s]
 53%|█████▎    | 8017/15000 [27:19<24:22,  4.78it/s]
 53%|█████▎    | 8018/15000 [27:19<25:09,  4.62it/s]
 53%|█████▎    | 8019/15000 [27:19<23:29,  4.95it/s]
 53%|█████▎    | 8020/15000 [27:19<21:12,  5.49it/s]
 53%|█████▎    | 8021/15000 [27:20<22:55,  5.08it/s]
 53%|█████▎    | 8022/15000 [27:20<21:56,  5.30it/s]
 53%|█████▎    | 8023/15000 [27:20<23:26,  4.96it/s]
 53%|█████▎    | 8024/15000 [27:20<20:35,  5.64it/s]
 54%|█████▎    | 8025/15000 [27:20<20:27,  5.68it/s]
 54%|█████▎    | 8026/15000 [27:20<19:04,  6.09it/s]
 54%|█████▎    | 8027/15000 [27:21<21:25,  5.43it/s]
 54%|█████▎    | 8028/15000 [27:21<21:50,  5.32it/s]
 54%|█████▎    | 8029/15000 [27:21<22:49,  5.09it/s]
 54%|█████▎    | 8030/15000 [27:21<24:01,  4.84it/s]
 54%|█████▎    | 8031/15000 [27:21<23:26,  4.96it/s]
 54%|█████▎    | 8032/15000 [27:22<22:11,  5.23it/s]
 54%|█████▎    | 8033/15000 [27:22<23:39,  4.91it/s]
 54%|█████▎    | 8034/15000 [27:22<23:13,  5.00it/s]
 54%|█████▎    | 8035/15000 [27:22<24:19,  4.77it/s]
 54%|█████▎    | 8036/15000 [27:22<22:03,  5.26it/s]
 54%|█████▎    | 8037/15000 [27:23<23:38,  4.91it/s]
 54%|█████▎    | 8038/15000 [27:23<24:30,  4.73it/s]
 54%|█████▎    | 8039/15000 [27:23<25:16,  4.59it/s]
 54%|█████▎    | 8040/15000 [27:23<23:39,  4.90it/s]
 54%|█████▎    | 8041/15000 [27:23<24:35,  4.72it/s]
 54%|█████▎    | 8042/15000 [27:24<22:20,  5.19it/s]
 54%|█████▎    | 8043/15000 [27:24<23:41,  4.89it/s]
 54%|█████▎    | 8044/15000 [27:24<24:40,  4.70it/s]
 54%|█████▎    | 8045/15000 [27:24<25:18,  4.58it/s]
 54%|█████▎    | 8046/15000 [27:24<23:41,  4.89it/s]
 54%|█████▎    | 8047/15000 [27:25<24:38,  4.70it/s]
 54%|█████▎    | 8048/15000 [27:25<25:16,  4.58it/s]
 54%|█████▎    | 8049/15000 [27:25<25:45,  4.50it/s]
 54%|█████▎    | 8050/15000 [27:25<26:05,  4.44it/s]
 54%|█████▎    | 8051/15000 [27:26<26:22,  4.39it/s]
 54%|█████▎    | 8052/15000 [27:26<26:32,  4.36it/s]
 54%|█████▎    | 8053/15000 [27:26<25:32,  4.53it/s]
 54%|█████▎    | 8054/15000 [27:26<22:43,  5.09it/s]
 54%|█████▎    | 8055/15000 [27:26<20:28,  5.65it/s]
 54%|█████▎    | 8056/15000 [27:26<19:12,  6.03it/s]
 54%|█████▎    | 8057/15000 [27:27<21:28,  5.39it/s]
 54%|█████▎    | 8058/15000 [27:27<23:00,  5.03it/s]
 54%|█████▎    | 8059/15000 [27:27<24:12,  4.78it/s]
 54%|█████▎    | 8060/15000 [27:27<24:46,  4.67it/s]
 54%|█████▎    | 8061/15000 [27:28<25:22,  4.56it/s]
 54%|█████▎    | 8062/15000 [27:28<23:50,  4.85it/s]
 54%|█████▍    | 8063/15000 [27:28<24:43,  4.68it/s]
 54%|█████▍    | 8064/15000 [27:28<25:14,  4.58it/s]
 54%|█████▍    | 8065/15000 [27:28<23:20,  4.95it/s]
 54%|█████▍    | 8066/15000 [27:29<24:16,  4.76it/s]
 54%|█████▍    | 8067/15000 [27:29<24:40,  4.68it/s]
 54%|█████▍    | 8068/15000 [27:29<24:12,  4.77it/s]
 54%|█████▍    | 8069/15000 [27:29<22:50,  5.06it/s]
 54%|█████▍    | 8070/15000 [27:29<24:01,  4.81it/s]
 54%|█████▍    | 8071/15000 [27:30<23:48,  4.85it/s]
 54%|█████▍    | 8072/15000 [27:30<23:38,  4.88it/s]
 54%|█████▍    | 8073/15000 [27:30<24:13,  4.77it/s]
 54%|█████▍    | 8074/15000 [27:30<24:58,  4.62it/s]
 54%|█████▍    | 8075/15000 [27:31<25:31,  4.52it/s]
 54%|█████▍    | 8076/15000 [27:31<25:51,  4.46it/s]
 54%|█████▍    | 8077/15000 [27:31<23:40,  4.87it/s]
 54%|█████▍    | 8078/15000 [27:31<24:33,  4.70it/s]
 54%|█████▍    | 8079/15000 [27:31<23:13,  4.97it/s]
 54%|█████▍    | 8080/15000 [27:32<24:18,  4.75it/s]
 54%|█████▍    | 8081/15000 [27:32<25:00,  4.61it/s]
 54%|█████▍    | 8082/15000 [27:32<21:45,  5.30it/s]
 54%|█████▍    | 8083/15000 [27:32<23:13,  4.97it/s]
 54%|█████▍    | 8084/15000 [27:32<24:14,  4.75it/s]
 54%|█████▍    | 8085/15000 [27:33<24:58,  4.62it/s]
 54%|█████▍    | 8086/15000 [27:33<21:25,  5.38it/s]
 54%|█████▍    | 8087/15000 [27:33<19:33,  5.89it/s]
 54%|█████▍    | 8088/15000 [27:33<20:22,  5.66it/s]
 54%|█████▍    | 8089/15000 [27:33<20:00,  5.76it/s]
 54%|█████▍    | 8090/15000 [27:33<18:51,  6.11it/s]
 54%|█████▍    | 8091/15000 [27:34<20:04,  5.73it/s]
 54%|█████▍    | 8092/15000 [27:34<18:15,  6.30it/s]
 54%|█████▍    | 8093/15000 [27:34<20:46,  5.54it/s]
 54%|█████▍    | 8094/15000 [27:34<21:41,  5.31it/s]
 54%|█████▍    | 8095/15000 [27:34<23:02,  5.00it/s]
 54%|█████▍    | 8096/15000 [27:35<21:15,  5.41it/s]
 54%|█████▍    | 8097/15000 [27:35<22:50,  5.04it/s]
 54%|█████▍    | 8098/15000 [27:35<23:58,  4.80it/s]
 54%|█████▍    | 8099/15000 [27:35<22:44,  5.06it/s]
 54%|█████▍    | 8100/15000 [27:35<20:38,  5.57it/s]
                                                    

 54%|█████▍    | 8100/15000 [27:35<20:38,  5.57it/s]
 54%|█████▍    | 8101/15000 [27:35<20:19,  5.66it/s]
 54%|█████▍    | 8102/15000 [27:36<22:15,  5.17it/s]
 54%|█████▍    | 8103/15000 [27:36<23:32,  4.88it/s]
 54%|█████▍    | 8104/15000 [27:36<20:30,  5.60it/s]
 54%|█████▍    | 8105/15000 [27:36<22:20,  5.15it/s]
 54%|█████▍    | 8106/15000 [27:36<22:31,  5.10it/s]
 54%|█████▍    | 8107/15000 [27:37<21:26,  5.36it/s]
 54%|█████▍    | 8108/15000 [27:37<22:40,  5.07it/s]
 54%|█████▍    | 8109/15000 [27:37<23:50,  4.82it/s]
 54%|█████▍    | 8110/15000 [27:37<21:39,  5.30it/s]
 54%|█████▍    | 8111/15000 [27:37<23:06,  4.97it/s]
 54%|█████▍    | 8113/15000 [27:38<21:13,  5.41it/s]
 54%|█████▍    | 8114/15000 [27:38<22:32,  5.09it/s]
 54%|█████▍    | 8115/15000 [27:38<21:02,  5.45it/s]
 54%|█████▍    | 8116/15000 [27:38<22:33,  5.09it/s]
 54%|█████▍    | 8117/15000 [27:39<23:40,  4.84it/s]
 54%|█████▍    | 8118/15000 [27:39<24:30,  4.68it/s]
 54%|█████▍    | 8119/15000 [27:39<21:52,  5.24it/s]
 54%|█████▍    | 8120/15000 [27:39<23:14,  4.93it/s]
 54%|█████▍    | 8121/15000 [27:39<22:07,  5.18it/s]
 54%|█████▍    | 8122/15000 [27:40<23:25,  4.89it/s]
 54%|█████▍    | 8123/15000 [27:40<24:21,  4.71it/s]
 54%|█████▍    | 8124/15000 [27:40<25:00,  4.58it/s]
 54%|█████▍    | 8125/15000 [27:40<25:25,  4.51it/s]
 54%|█████▍    | 8126/15000 [27:41<23:26,  4.89it/s]
 54%|█████▍    | 8127/15000 [27:41<24:22,  4.70it/s]
 54%|█████▍    | 8128/15000 [27:41<23:46,  4.82it/s]
 54%|█████▍    | 8129/15000 [27:41<20:05,  5.70it/s]
 54%|█████▍    | 8130/15000 [27:41<21:59,  5.21it/s]
 54%|█████▍    | 8131/15000 [27:41<22:56,  4.99it/s]
 54%|█████▍    | 8132/15000 [27:42<19:56,  5.74it/s]
 54%|█████▍    | 8133/15000 [27:42<21:55,  5.22it/s]
 54%|█████▍    | 8134/15000 [27:42<19:29,  5.87it/s]
 54%|█████▍    | 8135/15000 [27:42<21:37,  5.29it/s]
 54%|█████▍    | 8136/15000 [27:42<22:04,  5.18it/s]
 54%|█████▍    | 8137/15000 [27:43<23:27,  4.87it/s]
 54%|█████▍    | 8138/15000 [27:43<20:21,  5.62it/s]
 54%|█████▍    | 8139/15000 [27:43<22:12,  5.15it/s]
 54%|█████▍    | 8140/15000 [27:43<19:44,  5.79it/s]
 54%|█████▍    | 8141/15000 [27:43<18:26,  6.20it/s]
 54%|█████▍    | 8142/15000 [27:43<20:44,  5.51it/s]
 54%|█████▍    | 8143/15000 [27:44<22:26,  5.09it/s]
 54%|█████▍    | 8144/15000 [27:44<20:12,  5.66it/s]
 54%|█████▍    | 8145/15000 [27:44<22:06,  5.17it/s]
 54%|█████▍    | 8146/15000 [27:44<23:24,  4.88it/s]
 54%|█████▍    | 8147/15000 [27:45<24:19,  4.69it/s]
 54%|█████▍    | 8148/15000 [27:45<24:57,  4.58it/s]
 54%|█████▍    | 8149/15000 [27:45<25:21,  4.50it/s]
 54%|█████▍    | 8150/15000 [27:45<25:42,  4.44it/s]
 54%|█████▍    | 8151/15000 [27:45<24:51,  4.59it/s]
 54%|█████▍    | 8152/15000 [27:46<24:57,  4.57it/s]
 54%|█████▍    | 8153/15000 [27:46<21:18,  5.35it/s]
 54%|█████▍    | 8154/15000 [27:46<22:48,  5.00it/s]
 54%|█████▍    | 8155/15000 [27:46<20:04,  5.68it/s]
 54%|█████▍    | 8156/15000 [27:46<18:42,  6.10it/s]
 54%|█████▍    | 8157/15000 [27:46<21:01,  5.42it/s]
 54%|█████▍    | 8158/15000 [27:47<22:37,  5.04it/s]
 54%|█████▍    | 8159/15000 [27:47<20:18,  5.61it/s]
 54%|█████▍    | 8160/15000 [27:47<20:47,  5.48it/s]
 54%|█████▍    | 8161/15000 [27:47<22:28,  5.07it/s]
 54%|█████▍    | 8162/15000 [27:47<23:38,  4.82it/s]
 54%|█████▍    | 8163/15000 [27:48<23:32,  4.84it/s]
 54%|█████▍    | 8164/15000 [27:48<23:54,  4.76it/s]
 54%|█████▍    | 8165/15000 [27:48<24:40,  4.62it/s]
 54%|█████▍    | 8166/15000 [27:48<23:57,  4.76it/s]
 54%|█████▍    | 8167/15000 [27:48<21:14,  5.36it/s]
 54%|█████▍    | 8168/15000 [27:49<22:45,  5.00it/s]
 54%|█████▍    | 8169/15000 [27:49<21:37,  5.27it/s]
 54%|█████▍    | 8170/15000 [27:49<23:01,  4.94it/s]
 54%|█████▍    | 8171/15000 [27:49<24:00,  4.74it/s]
 54%|█████▍    | 8172/15000 [27:50<24:43,  4.60it/s]
 54%|█████▍    | 8173/15000 [27:50<22:11,  5.13it/s]
 54%|█████▍    | 8174/15000 [27:50<20:36,  5.52it/s]
 55%|█████▍    | 8175/15000 [27:50<22:21,  5.09it/s]
 55%|█████▍    | 8176/15000 [27:50<22:18,  5.10it/s]
 55%|█████▍    | 8177/15000 [27:50<19:27,  5.84it/s]
 55%|█████▍    | 8179/15000 [27:51<19:10,  5.93it/s]
 55%|█████▍    | 8180/15000 [27:51<20:57,  5.43it/s]
 55%|█████▍    | 8181/15000 [27:51<22:19,  5.09it/s]
 55%|█████▍    | 8182/15000 [27:51<20:28,  5.55it/s]
 55%|█████▍    | 8183/15000 [27:52<22:15,  5.10it/s]
 55%|█████▍    | 8184/15000 [27:52<23:24,  4.85it/s]
 55%|█████▍    | 8185/15000 [27:52<24:15,  4.68it/s]
 55%|█████▍    | 8186/15000 [27:52<21:03,  5.39it/s]
 55%|█████▍    | 8187/15000 [27:52<22:34,  5.03it/s]
 55%|█████▍    | 8188/15000 [27:53<23:42,  4.79it/s]
 55%|█████▍    | 8189/15000 [27:53<24:28,  4.64it/s]
 55%|█████▍    | 8190/15000 [27:53<25:07,  4.52it/s]
 55%|█████▍    | 8191/15000 [27:53<25:21,  4.47it/s]
 55%|█████▍    | 8192/15000 [27:53<22:11,  5.11it/s]
 55%|█████▍    | 8193/15000 [27:54<19:35,  5.79it/s]
 55%|█████▍    | 8194/15000 [27:54<21:36,  5.25it/s]
 55%|█████▍    | 8195/15000 [27:54<22:37,  5.01it/s]
 55%|█████▍    | 8196/15000 [27:54<19:41,  5.76it/s]
 55%|█████▍    | 8197/15000 [27:54<21:41,  5.23it/s]
 55%|█████▍    | 8198/15000 [27:55<22:38,  5.01it/s]
 55%|█████▍    | 8199/15000 [27:55<22:41,  5.00it/s]
 55%|█████▍    | 8200/15000 [27:55<23:44,  4.77it/s]
                                                    

 55%|█████▍    | 8200/15000 [27:55<23:44,  4.77it/s]
 55%|█████▍    | 8201/15000 [27:55<24:28,  4.63it/s]
 55%|█████▍    | 8202/15000 [27:55<24:00,  4.72it/s]
 55%|█████▍    | 8203/15000 [27:56<24:39,  4.59it/s]
 55%|█████▍    | 8204/15000 [27:56<23:36,  4.80it/s]
 55%|█████▍    | 8205/15000 [27:56<20:59,  5.40it/s]
 55%|█████▍    | 8206/15000 [27:56<20:38,  5.49it/s]
 55%|█████▍    | 8207/15000 [27:56<22:16,  5.08it/s]
 55%|█████▍    | 8208/15000 [27:57<19:30,  5.80it/s]
 55%|█████▍    | 8209/15000 [27:57<20:04,  5.64it/s]
 55%|█████▍    | 8210/15000 [27:57<21:51,  5.18it/s]
 55%|█████▍    | 8211/15000 [27:57<21:47,  5.19it/s]
 55%|█████▍    | 8212/15000 [27:57<23:07,  4.89it/s]
 55%|█████▍    | 8213/15000 [27:58<24:01,  4.71it/s]
 55%|█████▍    | 8214/15000 [27:58<24:42,  4.58it/s]
 55%|█████▍    | 8215/15000 [27:58<25:11,  4.49it/s]
 55%|█████▍    | 8216/15000 [27:58<25:28,  4.44it/s]
 55%|█████▍    | 8217/15000 [27:58<22:45,  4.97it/s]
 55%|█████▍    | 8218/15000 [27:59<23:50,  4.74it/s]
 55%|█████▍    | 8219/15000 [27:59<24:32,  4.61it/s]
 55%|█████▍    | 8220/15000 [27:59<25:00,  4.52it/s]
 55%|█████▍    | 8221/15000 [27:59<25:23,  4.45it/s]
 55%|█████▍    | 8222/15000 [28:00<25:37,  4.41it/s]
 55%|█████▍    | 8223/15000 [28:00<25:47,  4.38it/s]
 55%|█████▍    | 8224/15000 [28:00<22:30,  5.02it/s]
 55%|█████▍    | 8225/15000 [28:00<23:36,  4.78it/s]
 55%|█████▍    | 8226/15000 [28:00<24:22,  4.63it/s]
 55%|█████▍    | 8227/15000 [28:01<24:54,  4.53it/s]
 55%|█████▍    | 8228/15000 [28:01<21:23,  5.28it/s]
 55%|█████▍    | 8229/15000 [28:01<22:49,  4.95it/s]
 55%|█████▍    | 8230/15000 [28:01<23:48,  4.74it/s]
 55%|█████▍    | 8231/15000 [28:01<22:26,  5.03it/s]
 55%|█████▍    | 8232/15000 [28:02<23:31,  4.80it/s]
 55%|█████▍    | 8233/15000 [28:02<24:18,  4.64it/s]
 55%|█████▍    | 8234/15000 [28:02<24:19,  4.63it/s]
 55%|█████▍    | 8235/15000 [28:02<24:50,  4.54it/s]
 55%|█████▍    | 8236/15000 [28:02<21:14,  5.31it/s]
 55%|█████▍    | 8237/15000 [28:03<19:23,  5.81it/s]
 55%|█████▍    | 8238/15000 [28:03<17:21,  6.49it/s]
 55%|█████▍    | 8239/15000 [28:03<17:44,  6.35it/s]
 55%|█████▍    | 8240/15000 [28:03<19:05,  5.90it/s]
 55%|█████▍    | 8241/15000 [28:03<18:22,  6.13it/s]
 55%|█████▍    | 8243/15000 [28:03<18:26,  6.11it/s]
 55%|█████▍    | 8244/15000 [28:04<17:11,  6.55it/s]
 55%|█████▍    | 8245/15000 [28:04<18:26,  6.10it/s]
 55%|█████▍    | 8246/15000 [28:04<18:47,  5.99it/s]
 55%|█████▍    | 8247/15000 [28:04<20:50,  5.40it/s]
 55%|█████▍    | 8248/15000 [28:04<22:20,  5.04it/s]
 55%|█████▍    | 8249/15000 [28:05<20:19,  5.54it/s]
 55%|█████▌    | 8250/15000 [28:05<22:08,  5.08it/s]
 55%|█████▌    | 8251/15000 [28:05<23:10,  4.85it/s]
 55%|█████▌    | 8252/15000 [28:05<24:01,  4.68it/s]
 55%|█████▌    | 8253/15000 [28:06<24:36,  4.57it/s]
 55%|█████▌    | 8254/15000 [28:06<24:33,  4.58it/s]
 55%|█████▌    | 8255/15000 [28:06<24:58,  4.50it/s]
 55%|█████▌    | 8256/15000 [28:06<21:10,  5.31it/s]
 55%|█████▌    | 8257/15000 [28:06<21:34,  5.21it/s]
 55%|█████▌    | 8258/15000 [28:06<21:04,  5.33it/s]
 55%|█████▌    | 8259/15000 [28:07<21:33,  5.21it/s]
 55%|█████▌    | 8260/15000 [28:07<22:44,  4.94it/s]
 55%|█████▌    | 8261/15000 [28:07<22:42,  4.95it/s]
 55%|█████▌    | 8262/15000 [28:07<20:47,  5.40it/s]
 55%|█████▌    | 8263/15000 [28:07<21:09,  5.31it/s]
 55%|█████▌    | 8264/15000 [28:08<22:36,  4.96it/s]
 55%|█████▌    | 8265/15000 [28:08<19:46,  5.68it/s]
 55%|█████▌    | 8266/15000 [28:08<19:21,  5.80it/s]
 55%|█████▌    | 8267/15000 [28:08<21:19,  5.26it/s]
 55%|█████▌    | 8268/15000 [28:08<18:18,  6.13it/s]
 55%|█████▌    | 8269/15000 [28:08<17:38,  6.36it/s]
 55%|█████▌    | 8270/15000 [28:09<19:46,  5.67it/s]
 55%|█████▌    | 8271/15000 [28:09<19:14,  5.83it/s]
 55%|█████▌    | 8272/15000 [28:09<21:15,  5.27it/s]
 55%|█████▌    | 8273/15000 [28:09<22:51,  4.90it/s]
 55%|█████▌    | 8274/15000 [28:09<23:45,  4.72it/s]
 55%|█████▌    | 8275/15000 [28:10<23:53,  4.69it/s]
 55%|█████▌    | 8276/15000 [28:10<20:32,  5.46it/s]
 55%|█████▌    | 8277/15000 [28:10<22:10,  5.05it/s]
 55%|█████▌    | 8278/15000 [28:10<19:38,  5.70it/s]
 55%|█████▌    | 8279/15000 [28:10<20:40,  5.42it/s]
 55%|█████▌    | 8280/15000 [28:11<21:00,  5.33it/s]
 55%|█████▌    | 8281/15000 [28:11<22:27,  4.99it/s]
 55%|█████▌    | 8282/15000 [28:11<23:28,  4.77it/s]
 55%|█████▌    | 8283/15000 [28:11<21:26,  5.22it/s]
 55%|█████▌    | 8284/15000 [28:11<22:49,  4.90it/s]
 55%|█████▌    | 8285/15000 [28:12<21:50,  5.13it/s]
 55%|█████▌    | 8286/15000 [28:12<23:06,  4.84it/s]
 55%|█████▌    | 8287/15000 [28:12<22:48,  4.91it/s]
 55%|█████▌    | 8288/15000 [28:12<23:44,  4.71it/s]
 55%|█████▌    | 8289/15000 [28:12<22:17,  5.02it/s]
 55%|█████▌    | 8290/15000 [28:13<22:14,  5.03it/s]
 55%|█████▌    | 8291/15000 [28:13<23:20,  4.79it/s]
 55%|█████▌    | 8292/15000 [28:13<24:05,  4.64it/s]
 55%|█████▌    | 8293/15000 [28:13<21:43,  5.14it/s]
 55%|█████▌    | 8294/15000 [28:13<23:07,  4.83it/s]
 55%|█████▌    | 8295/15000 [28:14<23:55,  4.67it/s]
 55%|█████▌    | 8296/15000 [28:14<23:27,  4.76it/s]
 55%|█████▌    | 8297/15000 [28:14<24:12,  4.62it/s]
 55%|█████▌    | 8298/15000 [28:14<24:42,  4.52it/s]
 55%|█████▌    | 8299/15000 [28:15<23:39,  4.72it/s]
 55%|█████▌    | 8300/15000 [28:15<24:19,  4.59it/s]
                                                    

 55%|█████▌    | 8300/15000 [28:15<24:19,  4.59it/s]
 55%|█████▌    | 8301/15000 [28:15<24:47,  4.50it/s]
 55%|█████▌    | 8302/15000 [28:15<22:14,  5.02it/s]
 55%|█████▌    | 8303/15000 [28:15<23:19,  4.79it/s]
 55%|█████▌    | 8304/15000 [28:16<24:07,  4.63it/s]
 55%|█████▌    | 8305/15000 [28:16<21:51,  5.11it/s]
 55%|█████▌    | 8306/15000 [28:16<23:02,  4.84it/s]
 55%|█████▌    | 8307/15000 [28:16<23:20,  4.78it/s]
 55%|█████▌    | 8308/15000 [28:16<22:53,  4.87it/s]
 55%|█████▌    | 8309/15000 [28:17<22:36,  4.93it/s]
 55%|█████▌    | 8310/15000 [28:17<19:39,  5.67it/s]
 55%|█████▌    | 8311/15000 [28:17<21:27,  5.20it/s]
 55%|█████▌    | 8312/15000 [28:17<20:29,  5.44it/s]
 55%|█████▌    | 8313/15000 [28:17<18:06,  6.16it/s]
 55%|█████▌    | 8314/15000 [28:17<18:59,  5.87it/s]
 55%|█████▌    | 8315/15000 [28:18<19:38,  5.67it/s]
 55%|█████▌    | 8316/15000 [28:18<21:02,  5.30it/s]
 55%|█████▌    | 8317/15000 [28:18<20:07,  5.54it/s]
 55%|█████▌    | 8318/15000 [28:18<21:20,  5.22it/s]
 55%|█████▌    | 8319/15000 [28:18<20:20,  5.47it/s]
 55%|█████▌    | 8320/15000 [28:19<22:00,  5.06it/s]
 55%|█████▌    | 8321/15000 [28:19<21:35,  5.15it/s]
 55%|█████▌    | 8322/15000 [28:19<22:51,  4.87it/s]
 55%|█████▌    | 8323/15000 [28:19<23:43,  4.69it/s]
 55%|█████▌    | 8324/15000 [28:19<24:20,  4.57it/s]
 56%|█████▌    | 8325/15000 [28:20<23:22,  4.76it/s]
 56%|█████▌    | 8326/15000 [28:20<24:04,  4.62it/s]
 56%|█████▌    | 8327/15000 [28:20<22:28,  4.95it/s]
 56%|█████▌    | 8328/15000 [28:20<19:47,  5.62it/s]
 56%|█████▌    | 8330/15000 [28:20<18:16,  6.09it/s]
 56%|█████▌    | 8331/15000 [28:21<20:08,  5.52it/s]
 56%|█████▌    | 8332/15000 [28:21<18:40,  5.95it/s]
 56%|█████▌    | 8333/15000 [28:21<19:41,  5.64it/s]
 56%|█████▌    | 8334/15000 [28:21<21:22,  5.20it/s]
 56%|█████▌    | 8335/15000 [28:21<19:42,  5.64it/s]
 56%|█████▌    | 8336/15000 [28:22<19:10,  5.79it/s]
 56%|█████▌    | 8337/15000 [28:22<21:05,  5.27it/s]
 56%|█████▌    | 8338/15000 [28:22<22:27,  4.95it/s]
